id,name,category,num_beds,address,suburb,state,postcode,longitude,latitude,comment,website
2984,Mount Druitt Health Care Medical & Dental Centre,General Practice/GP,,1 Calala Street,MOUNT DRUITT,NSW,2770,150.8172913,-33.76252747,,
2985,ASM Clinic,General Practice/GP,,"Suite 1 & 2, 282 Edmondson Avenue",AUSTRAL,NSW,2179,150.812271,-33.930344,"Hours may vary, please call to confirm.",
2986,Bargo Doctors,General Practice/GP,,"Shop 1, 70 Railside Avenue",BARGO,NSW,2574,150.5788422,-34.28940964,After-Hours Arrangements:  Please call Sydney Medical Service Co-op on 02 8724 6300 Weekdays: 5PM (7PM on Mondays) to 8AM Weekends: 24 Hours Public Holidays: 24 Hours.  Or proceed to your nearest hospital outside of our business hours.,https://bargodoctors.com.au/
2987,Anson Medical,General Practice/GP,,298 Anson Street,ORANGE,NSW,2800,149.1003571,-33.27749634,Formerly Anson Medical Centre. After-Hours Arrangements: Please call Anson Medical Centre on 02 6361 8448  Weekdays- 6PM to 8:30AM This service is available only to existing patients.,https://www.ansonmedical.com.au/
2988,Dr M Dowsett's Surgery,General Practice/GP,,64 Sherringham Road,CRANEBROOK,NSW,2749,150.7167206,-33.72799301,Open every 1st and 3rd Saturday of every month,
2989,The Grove Health Bondi,General Practice/GP,,"Suite 102, 253-255 Oxford Street",BONDI JUNCTION,NSW,2022,151.2527771,-33.89151001,Saturday by appointment only.,https://grovehealthbondi.com.au
2990,Ganmain Medical Centre,General Practice/GP,,86 Ford Street,GANMAIN,NSW,2702,147.0388641,-34.79323578,,
2991,Mosman Medical Centre,General Practice/GP,,"Ground Floor  Suite 100, 748 Military Road",MOSMAN,NSW,2088,151.2440033,-33.82619858,Practice may be open on Public Holidays from 9AM to 12PM depending on doctor availability. Closed Christmas Day and Good Friday.  Private Billing Practice.,http://www.ipn.com.au/
2992,Warrawong Accident and Medical Centre,General Practice/GP,,"Warrawong Plaza, Level 2 Shop 134-136, Corner King & Cowper Street",WARRAWONG,NSW,2502,150.889603,-34.486355,After-Hours Arrangements:  Please call Wollongong Radio Doctors on 02 4228 5522 Weekdays: 7PM to 6AM Weekends: 4PM to 6AM Public Holidays: 24 Hours.,http://www.warrawongamc.com.au
2993,Central Health Alliance,General Practice/GP,,"Building E, 1 Technology Place",WILLIAMTOWN,NSW,2318,151.843277,-32.8104248,Bulk billing available to pension and concession cardholders and children under 15 years.,http://www.centralhealthalliance.com.au/
2994,The Centre Doctors,General Practice/GP,,"Shop 35, The Centre",FORESTVILLE,NSW,2087,151.217072,-33.761616,Walk-in or appointments welcome.   After-Hours Arrangements: Please call DoctorDoctor on 137 425 Weekdays: 5PM to 8AM Weekends: 24 hours Public Holidays: 24 hours.,www.thecentredoctors.com.au
2995,Rosemeadow Medical Centre,General Practice/GP,,33 Fitzgibbon Lane,ROSEMEADOW,NSW,2560,150.7979431,-34.10170746,After-Hours Arrangements:  Please call Sydney Medical Service Co-op on 02 8724 6300  Weekdays: 6PM to 8AM  Weekends: 5PM Saturday to 8AM Monday  Public Holidays: 24 hours.,
2996,Erina Family Medicine,General Practice/GP,,"Suite 1-3, 40 Karalta Road",ERINA,NSW,2250,151.387238,-33.438454,After-Hours Arrangements: Please call Gosford Hospital on 02 4320 2111 Weekdays: 6PM to 8AM Weekends and Public Holidays: 24 hours.,http://www.ipn.com.au
2997,Bexley Medical Centre,General Practice/GP,,461 Forest Road,BEXLEY,NSW,2207,151.1264496,-33.94952774,After Hours - please contact Sydney Medical Service on (02) 8724-6300 for a bulk billed home visit From 6pm to 8am Monday to Friday From 12pm Saturday 24hrs Sunday & Public Holidays.,
2998,Toongabbie Family Practice,General Practice/GP,,52 Aurelia Street,TOONGABBIE,NSW,2146,150.9496155,-33.78869247,After hours arrangements Please call Sydney Medical Service – 1300 HOME GP to arrange a bulk billed home visit on (02) 8724 6300 Weeknights from 6pm to 8am Saturday from 12pm Sunday 24hrs Public Holidays 24hrs,http://www.t1norwest-toongabbiefp.com.au/
2999,Clive Bishop Medical Centre,General Practice/GP,,1 Airport Road,BROKEN HILL,NSW,2880,141.4696655,-31.99807358,The CBMC is a bulk billing practice providing Primary Health Care and General Practice services to the community of Broken Hill and the Far West Region.  Visitors are most welcome.,
3000,Dr Judy Feldman - General Practice,General Practice/GP,,59A Frenchmans Road,RANDWICK,NSW,2031,151.2480927,-33.90787888,Currently not taking in new patient,
3001,Currajong Street Medical Centre Aboriginal Health Service,General Practice/GP,,61 Currajong Street,PARKES,NSW,2870,148.176239,-33.13409805,After Hours Arrangements:  Please call Currajong Street Medical Centre Aboriginal Health Service on 02 6862 1699 Weekdays: 6PM to 8AM Weekends and Public holidays: 24 Hours.,http://www.currajongbooking.com.au/
3002,Dr Starlette Isaacs Surgery,General Practice/GP,,407 Darling Street,BALMAIN,NSW,2041,151.1761627,-33.85585785,"Closed Sundays and public holidays.  After-Hours Arrangements:  Please call Sydney Medical Service Co-op on 02 8724 6300 Monday, Tuesday, Wednesday- 6PM to 9AM Thursday- 12:30PM to 9AM Friday- 6PM to 9AM Weekends- 12PM Saturday to 9AM Monday Sundays and Public Holidays- 24 Hours.",
3003,Dr Williams' Surgery,General Practice/GP,,"Nambucca Plaza, Shop 13, 2191 Giinagay Way",NAMBUCCA HEADS,NSW,2448,152.988693,-30.654013,,
3004,Homebush Medical Practice,General Practice/GP,,16 Rochester Street,HOMEBUSH,NSW,2140,151.0845795,-33.86855698,walkin - acceopted,
3005,C A Francisco Surgery,General Practice/GP,,7 Tallagandra Drive,QUAKERS HILL,NSW,2763,150.8806305,-33.74449158,Saturday availability is by appointment only.,
3006,Guyra Medical Centre,General Practice/GP,,9 Abercrombie Street,GUYRA,NSW,2365,151.6782684,-30.21334076,"Services Include: General Practice Care ,Diabetes checks, Family planning ,Health Assessments ,Mental Health Assessments ,Pap Smears ,Asthma ,Geriatric Care Reviews ,Immunisation ,Driving Medical ,Pre Employment Medical ,ECG/Spirometry ,Skin Cancer Checks /skin lesion excisions/minor surgery ,Aboriginal Health,Women's Health.. After-Hours Arrangements: Please call Guyra Multipurpose Health Service on (02) 6738 4000 Weekdays: 24 hours Weekends: 24 hours All Public Holidays: 24 hours.  Practice Nurse on site for Diabetes Health Assessments Womens Health",
3007,Luddenham Medical Centre,General Practice/GP,,"Shop 6, 2130 The Northern Road",LUDDENHAM,NSW,2745,150.6941834,-33.88371277,"After-Hours Arrangements: Please call the Sydney Medical Service Co-operative on 02 8724 6300 Weekdays: 5PM to 9AM Weekends: Friday 5PM Friday to 9AM Monday Public Holidays: 24 hours.  This service is available every 2nd Saturday, please call to confirm service availability.",
3008,Norton Street Medical Centre,General Practice/GP,,64-66 Norton Street,LEICHHARDT,NSW,2040,151.157074,-33.88605118,Walk-ins welcome   After-Hours Arrangements:  Please call Sydney Medical Service Co-op on 02 8724 6300 Weekdays: 5PM to 8:30AM Weekends: 1PM Saturday to 8:30AM Monday Public Holidays: 24 Hours.,
3009,Dubbo Medical and Allied Health Group - Delroy Park,General Practice/GP,,"Delroy Park Shopping Centre, Shop 5, Baird Drive",DUBBO,NSW,2830,148.5796814,-32.24770737,,http://www.dmahg.com.au
3010,Forster Tuncurry Medical Centre,General Practice/GP,,14 South Street,FORSTER,NSW,2428,152.513916,-32.18930054,,https://www.ftmc.com.au
3011,Dr James Giallussi,General Practice/GP,,337A Gardeners Road,ROSEBERY,NSW,2018,151.2051086,-33.9229126,,
3012,The Grange Family Medical Centre,General Practice/GP,,"Suite 1, 82 Lake Road",PORT MACQUARIE,NSW,2444,152.9084625,-31.44116974,,https://grangefamilymedicalcentre.com.au/
3013,Albion Park Medical Practice,General Practice/GP,,"Suite 5, 64 Terry Street",ALBION PARK,NSW,2527,150.7751617,-34.57264709,,
3014,The Forum Medical Centre,General Practice/GP,,"Shop 17, 23 Norton Street",LEICHHARDT,NSW,2040,151.1591034,-33.88718033,Bulk-billing available   skin check booked through health engine are privately billed.   Closed weekends.,www.forummedicalcentre.com.au/
3015,Dr Holmes & Dr Fuller Rooms,General Practice/GP,,"Unit 4, 256 Anson Street",ORANGE,NSW,2800,149.0999298,-33.28006363,Closed weekends and public holidays.,
3016,Better Health Greenhills Medical Centre,General Practice/GP,,8 Blaxland Street,EAST MAITLAND,NSW,2323,151.594162,-32.75938416,,https://www.betterhealthgreenhills.com/
3017,YARRAWARRAH MEDICAL PRACTICE,General Practice/GP,,Corner Old Bush Road and Laurina Avenue,YARRAWARRAH,NSW,2233,151.0279694,-34.05826187,,http://www.yarrawarrahmedical.com.au
3018,Ocean Shores Medical Centre,General Practice/GP,,70-72 Rajah Road,OCEAN SHORES,NSW,2483,153.5458832,-28.5254097,,
3019,"Nachiappans,  Broken Hill",General Practice/GP,,4 Chloride Street,BROKEN HILL,NSW,2880,141.4660492,-31.95849037,After-Hours Arrangements: Please call Nachiappans on 08 8087 3620 Monday to Thursday: 8PM to 10PM Fridays: 6PM to 10PM Please call Base Hospital on 02 6620 2400 Weekdays: 10PM to 8AM Weekends: 12PM(midday) Saturday to 8AM Monday Public Holidays: 24 hours.,www.nachiappans.com
3020,ST LEONARDS MEDICAL CENTRE,General Practice/GP,,38 Pacific Highway,ST LEONARDS,NSW,2065,151.1931458,-33.82408524,"Closed public holidays.  After-Hours Arrangements: Please call the National Home Doctor on 13 SICK or 13 74 25 Monday- 6PM to 8AM Tuesday- 6PM to 7:30AM Wednesday, Thursday- 6PM to 8AM Friday- 6PM to 8:30AM Saturday- 12:30PM to 8:30AM Sunday- 12:30PM to 8AM Public Holidays: 24 Hours.",http://www.stleonardsmedicalcentre.com.au
3021,Faulkner Street Medical Practice,General Practice/GP,,145 Faulkner Street,ARMIDALE,NSW,2350,151.6664124,-30.51665688,"Faulkner Street Medical Practice has eight General Practitioners and also offers the Specialist services of Dr S O’Mara, Dr Karu and Dr Nanda. All patient consultations and medical records are kept strictly confidential. Faulkner Street Medical Practice is an accredited training practice under GP Synergy, and the Practice welcomes GP Registrars from the program each year. These Registrars are fully qualified doctors gaining experience in rural general practice.. After-Hours Arrangements: Please call the After-Hours GP helpline on 1800 022 222 Weekdays: 6PM to 8AM Weekends: 12PM to 8AM Mon Public Holidays: 24 hours.",www.fsmp.com.au
3022,Canterbury Plaza Medical Centre,General Practice/GP,,"Shop 10, 2 Charles Street",CANTERBURY,NSW,2193,151.1183319,-33.91236496,,https://www.canterburymedicalcentre.com.au/
3023,Eastbrooke Medical Centre - Carlton,General Practice/GP,,354-356 Railway Parade,CARLTON,NSW,2218,151.1227417,-33.96916962,Closed public holidays.  After-Hours Arrangements:  Please call the practice on 02 8724 6300 Weekdays: 6PM to 8AM Saturday: 6PM to 8AM  Sunday: 2PM to 8AM Monday Public Holidays: 24 Hours.  Bulk Billing for aged care pensioners and for children.,https://eastbrookemedical.com.au/medical-centre/carlton/
3024,Sefton Medical Centre,General Practice/GP,,"Suite 9, 151 Wellington Road",SEFTON,NSW,2162,151.0106201,-33.88568115,Closed Sundays and public holidays.,http://seftonmedical.com.au
3025,Family Wise Medical Practice,General Practice/GP,,293 Old Northern Road,CASTLE HILL,NSW,2154,151.0057373,-33.73260498,,
3026,Dr Lyn McKenzie,General Practice/GP,,96 Dudley Street,COOGEE,NSW,2034,151.2552033,-33.92492294,"Saturdays are by appointment only, please call for an appointment.   After-Hours Arrangements: Please call Sydney Medical Service Co-Op on (02) 8724 6300 Weekdays: 6PM to 8AM Weekends: 12PM (midday) Saturday to 8AM Monday Public Holidays: 24 hours.",https://www.dudleystdoctors.com.au
3027,Injury & Occupational Health Management (IOH) - Wollongong,General Practice/GP,,32 Swan Street,WOLLONGONG,NSW,2500,150.8963318,-34.43564606,,
3028,headspace - Hurstville,General Practice/GP,,41 Dora Street,HURSTVILLE,NSW,2220,151.1000519,-33.96390915,"This GP service can only be accessed by clients within headspace. If you ever feel that you:  - are feeling down, stressed or can't stop worrying - haven't felt like yourself for a long time - can't deal with school or finding it difficult to concentrate - are feeling sick or worried about your health - want to cut down on your drinking or drug use - want to talk about sexuality, identity or relationships - are having difficulties with friendships - have sexual health issues or want to find out about contraception - are being bullied, hurt or harassed - are worried about work or study or if you're having money trouble.  headspace  Hurstville is a place you can go to talk to someone about any of these issues  What to expect at headspace Hurstville:  - Friendly approachable team - Comfortable and caring environment - Qualified and experienced staff - Staff who will listen and work with you to address your concerns - Resources and information",https://headspace.org.au/headspace-centres/hurstville/
3029,BARKER-WHITTLE PRACTICE,General Practice/GP,,67 Memorial Avenue,LIVERPOOL,NSW,2170,150.9199219,-33.92420578,"Bulk-bill for pensioners only  After-Hours Arrangements:  Please call Sydney Medical Service Co-op on 02 8724 6300 Monday, Tuesday and Thursday: 5PM to 9AM Monday, Tuesday and Thursday: 12PM (midday) to 2PM  Wednesday, Friday, Weekends and Public Holidays: 24 Hours.",
3030,Sylvania Family Medical Centre,General Practice/GP,,130 Princes Highway,SYLVANIA,NSW,2224,151.1029968,-34.00912476,"Closed Sundays and public holidays.  After-Hours Arrangements: Please call Sylvania Family Medical Centre on 02 9522 7022 Weekdays: 6PM to 11PM  This service is for existing practice patients only  Outside of these times, please call 13SICK on 13 74 25 Weekdays: 11PM to 8AM  Weekends: Saturday 12PM (noon) to Monday 8AM Public Holidays: 24 hours.",
3031,Rouse Hill Medical Centre,General Practice/GP,,42 Clower Avenue,ROUSE HILL,NSW,2155,150.9194489,-33.67889023,General Practice-Family practice -opposite Rouse Hill Primary School. Walk-in available.  Visiting services- physiotherapist and speech therapist.   Fax number: 02 9629 45719,
3032,Singleton Heights Medical Practice,General Practice/GP,,"Shop 1, 108 Blaxland Avenue",SINGLETON HEIGHTS,NSW,2330,151.162872,-32.547768,,http://shmp.com.au/
3033,Kotara Family Practice,General Practice/GP,,"Westfield Shopping Centre, Shop 1001/3, Corner Park Avenue and Northcott Drive",KOTARA,NSW,2289,151.7122955,-32.94057846,"After-Hours Arrangements:  Please call Newcastle After Hours Surgery,154 Lambton Road, Broadmeadow, ph: 02 4957 7778 Weekdays: 6:00PM  to 9:30PM Saturday: 12:00PM(midday) to 9:30PM  Sunday & Public holidays: 9AM to 9:30PM..",
3034,Dr Theocharous's Surgery,General Practice/GP,,251 Swallow Drive,ERSKINE PARK,NSW,2759,150.8043213,-33.79872894,,
3035,Riverside General Practice,General Practice/GP,,"Riverside Professional Centre, Suite 2, 80-82 Keith Compton Drive",TWEED HEADS,NSW,2485,153.5467529,-28.18207359,,
3036,Forbes Medicine & Mind,General Practice/GP,,12 Cross Street,FORBES,NSW,2871,148.0101624,-33.38372421,Closed weekends and public holidays.  After-Hours Arrangements: Please call Forbes Hospital on 02 6850 7100 outside of clinic hours.  Telehealth options available - Please call for more information.,
3037,Myhealth Zetland,General Practice/GP,,"T51 Mezzanine Level, East Village Shopping Centre, 2-4 Defries Avenue",ZETLAND,NSW,2017,151.2131653,-33.90529251,"Saturdays are billed privately.  Our own GPs provide after hours services using the Medinet app, visit Medinet.com.au or search for Medinet icon in your App Store",https://myhealth.net.au/zetland/
3038,Riverside Medical Ballina,General Practice/GP,,103 Tamar Street,BALLINA,NSW,2478,153.5581055,-28.86782455,Formerly Carlyle Street Medical Centre. Closed weekends and public holidays. This is a mixed billing practice.,https://riversidemedicalballina.com.au/
3039,O'Connell Street Medical Centre,General Practice/GP,,"Mezzanine , 12 O'Connell Street",SYDNEY,NSW,2000,151.2099457,-33.86523438,"O'Connell St Medical Centre is a comprehensive general practice facility in the CBD of Sydney.. After-Hours Arrangements: Please call 13SICK on 13 74 25 Weekdays: 6PM to 8AM Weekends & Public Holidays: 24 hours.  O'Connell Street Medical Centre consists of general practice, allied health, mental health and pathology services.   Services may include: Antenatal care, complementary medicine, immunisations, men's and women's health, minor surgical procedures, physiotherapy, chronic disease management, skin checks, mental health & counselling, psychologist, PAP Smear, sexual and reproductive health.",www.ocnlst.com.au
3040,Eastbrooke Belrose Family Practice,General Practice/GP,,"Shop 1, 54 Glen Street",BELROSE,NSW,2085,151.2111816,-33.73914337,After Hours Arrangements:  Please call 13SICK on 137 425 Weekdays: 6PM to 8AM Weekends: 12:30PM Saturday to 8AM Monday Public Holidays: 24 hours.,www.eastbrookemedical.com.au
3041,Medical Practice - Uriarra Road,General Practice/GP,,22 Uriarra Road,QUEANBEYAN,NSW,2620,149.2264557,-35.34610748,Services include: General medical practice.,
3042,Kogarah Medical Centre,General Practice/GP,,9 Queen Victoria Street,KOGARAH,NSW,2217,151.1301727,-33.96155167,After-Hours Arrangements:  Please call 13SICK on 137 425 Weekdays: 6PM to 8AM Weekends: 12PM (midday) Saturday to 8AM Monday Public Holidays: 24 Hours.,www.kogarahmedicalcentre.com.au
3043,headspace - Mt Druitt,General Practice/GP,,"Daniel Thomas Plaza, Shop 12, 6-10 Mount Street",MOUNT DRUITT,NSW,2770,150.8253326,-33.76676559,,https://headspace.org.au/headspace-centres/mount-druitt/
3044,Weston Medical Centre,General Practice/GP,,49 station Street,WESTON,NSW,2326,151.4593964,-32.81420517,bulk bill available to eligible patients for medical consultations only. ther services will be charged a fee for the service based on AMA recommended fees. Payments for paid services are required at the time of the service being provided.,https://westonmedicalcentre.com.au/
3045,Greenwich Village Medical Practice,General Practice/GP,,99 Greenwich Road,GREENWICH,NSW,2065,151.1859741,-33.83172989,After-Hours Arrangements: Please call 13SICK on 13 74 25 Weekdays: 6PM to 9AM Weekends: 12PM (midday) Saturday to 9AM Monday Public Holidays: 24 hours.,
3046,VO PRACTICE,General Practice/GP,,86C John Street,CABRAMATTA,NSW,2166,150.9348908,-33.89493179,walk-in and bookings available,
3047,HealthHub Taree,General Practice/GP,,Pulteney Street,TAREE,NSW,2430,152.4597626,-31.91295242,After-Hours Arrangements: Please call HealthHub Taree on 02 6553 5533 Weekdays: 5PM to 9:00AM  Weekends: 12PM (midday) Saturday to 9:00AM Monday  Public Holidays: 24 Hours  This service is for existing practice patients only.,
3048,Old Leumeah Road Medical Centre,General Practice/GP,,"Shop 3, 541 Pembroke Road",LEUMEAH,NSW,2560,150.832138,-34.052071,Appointment preferred and walk-in welcome   After-Hours Arrangements: Please call Sydney Medical Service Co-Op on 1300 466 347 Weekdays: 5:30PM to 9AM  Weekends: 2PM Sat to 9AM Mon  Public Holidays: 24 hours.,http://oldleumeahroadmc.com.au/
3049,Dr Joseph Rajab,General Practice/GP,,48A Simmat Avenue,CONDELL PARK,NSW,2200,151.0111694,-33.92221832,walk-in clinic,
3050,St Joseph's Medical Centre,General Practice/GP,,"Shop 3, 118-120 Ware Street",FAIRFIELD,NSW,2165,150.9545746,-33.86945724,"St Joseph's Medical Centre was established in 2010 and focuses on delivering high quality family medical care. We strive to provide our patients with the highest standard of medical advice and support. Our GPs, specialists and Allied Health are committed to providing both general and specialised health services that cater to our patients' needs.. Pathology Services - by appointments  After-Hours Arrangements:  Please call Sydney Medical Service Co-op on 02 8724 6300 MON-THURS: 4PM to 9AM FRIDAY: 1PM to 9AM MON Weekends: 24 Hours.  Public Holidays: 24 Hours.  T: 1300 466 347 / 02 8724 6300 We Speak English, Assyrian & Arabic",http://stjosephsmedicalcentre.com.au/
3051,Myhealth Pittwater Place,General Practice/GP,,"Pittwater Place Shopping Centre, Level 1 Shop 7, 10 Park Street",MONA VALE,NSW,2103,151.3053589,-33.67591858,"Bulk billing family medical practice within Pittwater Place shopping centre. We accept appointments and walk ins.  Our own GPs provide after hours services using the Medinet app, visit Medinet.com.au or search for Medinet icon in your App Store.",https://myhealth.net.au/pittwater-place/
3052,Dr Nathan Glattstein,General Practice/GP,,"Shop 4, 251 Oxford Street",BONDI JUNCTION,NSW,2022,151.2524109,-33.89165497,,
3053,Coolah GP,General Practice/GP,,42 Binnia Street,COOLAH,NSW,2843,149.7203522,-31.82381439,,
3054,The Robertson Doctor,General Practice/GP,,28 Hoddle Street,ROBERTSON,NSW,2577,150.5899506,-34.58798981,After-Hours Arrangements: Please Call Southern Highlands GP After Hours Service on 02 4861 6433 Weekdays: 5:30PM to 8AM Weekends: 12PM(midday) Saturday to 8AM Monday Public Holidays: 24 Hours.,
3055,Maitland Heritage Health,General Practice/GP,,"Suite 2, 605 High Street",MAITLAND,NSW,2320,151.5448456,-32.72645569,"Saturday hours may vary.     After-Hours Arrangements:  Please call GP Access on 1300130147  M,T,T,F: 5:00PM to 9AM W: 12:15PM to9AM Weekends: 10:30PM Sat to 9AM Mon  Public Holidays: 24 hours.",
3056,Dr A Sen's Surgery,General Practice/GP,,"Unit 3, 105 Church Street",WOLLONGONG,NSW,2500,150.89502,-34.427597,Closed weekends and public holidays.,
3057,Dr Lagaida's Surgery,General Practice/GP,,"Suite 3, 12 Queen Street",ST MARYS,NSW,2760,150.7749634,-33.76295853,Closed Sundays and public holidays.,
3058,Dr Ruth Ratner,General Practice/GP,,343 Sailors Bay Road,NORTHBRIDGE,NSW,2063,151.2190399,-33.81182098,Closed Sundays and public holidays.  Bulk billing available for health care card holders.  After-Hours Arrangements: Please call 13SICK on 137425 Weekdays: 5PM to 8:30AM Weekends: 12PM (Midday) Sat to 8:30AM Mon  Public Holidays: 24 hours.,
3059,Hunter Medical Practice Merriwa,General Practice/GP,,"Merriwa Multi Purpose Centre, Corner MacKenzie and Brisbane Street",MERRIWA,NSW,2329,150.360321,-32.14213181,"Bulk billing for pensioners, Healthcare card holders, children under 16. Taking new patients.  The practice is available every second Monday, please contact the practice for further information.",
3060,Fox Valley Medical & Dental Centre,General Practice/GP,,"Sydney Adventist Hospital, 187 Fox Valley Road",WAHROONGA,NSW,2076,151.0986633,-33.73284149,Closed Saturdays and public holidays. Bulk billing is available to pension card holders.   After Hours Arrangements:  Please call 13SICK on 13 74 25 Weekdays: 6:30PM to 8AM  Weekends: 12:30PM Saturday to 8AM Monday Public Holidays: 24 hours.,http://www.sah.org.au/fox-valley-medical-and-dental-centre
3061,Emerald Medical Centre St Marys,General Practice/GP,,65a Queen Street,ST MARYS,NSW,2760,150.7740631,-33.76424408,"General Practice + Skin Cancer Clinic. After Hours Arrangement: Please contact 13SICK on 13 74 25 between,  Monday to Friday: 6:00 PM - 8:00 AM Saturday: 1:00 PM - 9:00 AM Sunday: 12:30 PM - 8:00 AM Public Holidays: 24 Hours.",http://www.emeraldmedicalcentre.com.au/st_marys.html
3062,Ross Street Surgery,General Practice/GP,,4 Ross Street,INVERELL,NSW,2360,151.1162872,-29.77673531,,
3063,The Shire Medical Practice,General Practice/GP,,10 White Street,JANNALI,NSW,2226,151.0656128,-34.01742554,"Appointment preferred, walk-in welcomed",
3064,Dr Faiz Clinic - Family Medical Clinic,General Practice/GP,,469A Cabramatta Road,CABRAMATTA WEST,NSW,2166,150.9126434,-33.89648438,,
3065,Greater Western Aboriginal Health Service,General Practice/GP,,2 Palmerston Road,MOUNT DRUITT,NSW,2770,150.8126679,-33.76942825,appointment and walk-in welcome,http://gwahs.net.au/
3066,Myhealth Chatswood,General Practice/GP,,"Chatswood Chase Shopping Centre, Shop 046A, 345 Victoria Avenue",CHATSWOOD,NSW,2067,151.1865234,-33.79430008,"Our own GPs provide after hours services using the Medinet app, visit Medinet.com.au or search for Medinet icon in your App Store",https://myhealth.net.au/chatswood/
3067,Dr Foong Surgery,General Practice/GP,,37 Railway Parade,LAKEMBA,NSW,2195,151.0763245,-33.91927338,Closed weekends and public holidays.,
3068,Five White Street Surgery,General Practice/GP,,5 White Street,JANNALI,NSW,2226,151.0659943,-34.01696777,,https://www.5wss.com.au
3069,Dr John Bilbe - GP,General Practice/GP,,49 Purchase Road,CHERRYBROOK,NSW,2126,151.0380554,-33.71847534,"Consult by appointment only, please call in advance for an appointment as clinic's hours are variable.",
3070,Edgeworth Medical Centre,General Practice/GP,,22 Edgeworth David Avenue,HORNSBY,NSW,2077,151.1032257,-33.7062912,"Closed on Good Friday, Christmas Day and New Years Day.  After-Hours Arrangements: Please call 13SICK on 13 74 25  Mondays to Thursdays: 9PM to 7.30AM  Fridays: 7:30PM to 8AM  Weekends: 8PM to 8AM  Public Holidays: 24 hours.",https://www.edgeworthmedical.com.au/
3071,Lennox Head Medical Centre,General Practice/GP,,48 Ballina Street,LENNOX HEAD,NSW,2478,153.5924225,-28.79748154,"This is a private billing practice and payment is required on the day.    A doctor is available out of hours for regular patients of the Lennox Head Medical Centre. Please ring 6687744 and the number for the doctor on call is available.   Our services include: Chronic Disease Management eg Diabetes, Heart Disease, Lung disease and Kidney disease, Mental Health including Mental Health Care Plans, Preventive Care, Women's Health including pap smears and implanon contraception, Family Planning, Menopause management. Men's Health, Nutritional and environmental medicine. ECGs (Heart testing) Spirometry (Lung testing) Liquid Nitrogen (Freezing therapy for sun-spots and warts), Surgery for skin cancers (including skin grafts and flaps). Simple vascular assessments with doppler. Vaccination (travel including Yellow Fever and childhood vaccinations) and INR management.  AFTER HOURS ARRANGEMENT: Please contact clinic on 02 6687 7444 which will direct the call to a doctor on-call between,  Weekdays: 5:30 PM - 8:30 AM Saturday: 11:00 AM - 11:59 PM Sunday and Public Holidays: 24 Hours.",http://lennox-head-medical-centre.business.site/
3072,Menai Medical Centre,General Practice/GP,,2 Davidson Road,MENAI,NSW,2234,151.0104218,-34.00771713,Bulk-billing available for Pensioners only   After-Hours Arrangements: For existing patients: Please call the doctor Chan on the mobile contact Weekdays: 6PM to 11PM For non-existing patients: Please call DoctorDoctor on 1300 466 347 Weekdays: 11PM to 8AM  Saturdays: 1PM to 12AM (midnight) Sundays & Public Holidays: 24 hours.,
3073,Pendle Hill Medical Centre,General Practice/GP,,113A Pendle Way,PENDLE HILL,NSW,2145,150.9557343,-33.8025322,After-Hours Arrangements: Please Call The Sydney Medical Service Co-op on 02 8724 6300 Weekdays: 6PM to 8AM Weekends: 12PM (midday) Saturday to 8AM Monday Public Holidays: 24 Hours  Male Doctor is available for walk-ins.,
3074,Salud Medical Centre,General Practice/GP,,"Civic plaza, Shop 10, 43 Ware Street",FAIRFIELD,NSW,2165,150.9547119,-33.87158203,,http://saludmedical.com.au/
3075,Jindera Medical Practice,General Practice/GP,,97 Creek Street,JINDERA,NSW,2642,146.8877411,-35.95301819,"Closed weekends and public holidays.  General Practice, Diabetes, Family planning, Health assessments, Asthma reviews, Travel vaccinations, Baby immunisations.    Has 2 consulting rooms and a treatment room.",
3076,Dr Laila Kodsi Surgery,General Practice/GP,,"Westfield Shopping Centre, Suite 204, 48 Carlisle Avenue",MOUNT DRUITT,NSW,2770,150.818817,-33.766388,After-Hours Arranngements: Please call Sydney Medical Service Co-op on 02 8724 6300 Weekdays: 5PM to 9AM Weekends: 1PM Sat to 9AM Mon Public Holidays: 24 hours.,
3077,Primary Medical Centre Narellan,General Practice/GP,,19 Queen Street,NARELLAN,NSW,2567,150.7374878,-34.04425049,After Hours Arrangement:  Please contact the medical centre on 02 4646 2400 between; Weekdays: 5:00 PM - 9:00 AM Weekends: 5:00 PM - 9:00 AM Public Holidays: 24 Hours,http://www.primarynarellan.com.au/
3078,Bulahdelah Community Hospital,General Practice/GP,,12 Richmond Street,BULAHDELAH,NSW,2423,152.2079315,-32.4039841,"Closed Friday, Sunday and public holidays.",http://www.hnehealth.nsw.gov.au/
3079,Illawarra Medical Services,General Practice/GP,,"Shop 2, 34 Winnima Way",BERKELEY,NSW,2506,150.847229,-34.480309,,www.imsberkeley.com.au
3080,Massey Street General Practice,General Practice/GP,,17 Massey Street,GLADESVILLE,NSW,2111,151.1282806,-33.83065796,After-Hours Arrangements:  Please call Sydney Medical Service Co-op on 02 8724 6300 Weekdays: 6PM to 8AM Weekends and Public Holidays: 24 Hours.,
3081,Grafton Street Medical Centre,General Practice/GP,,16 Grafton Street,BLACKTOWN,NSW,2148,150.9131317,-33.77392578,Appointments preferred but walkins are also accepted.,
